id;nom_lieu_dit;code_postal;code_insee;nom_commune;code_insee_ancienne_commune;nom_ancienne_commune;x;y;lon;lat;source_position;source_nom_voie
74293_B007;Bois Bérou;74140;74293;Veigy-Foncenex;;;951700.16;6579672.95;6.269208;46.270037;bal;bal
74293_8h76j9;Crevy;74140;74293;Veigy-Foncenex;;;951700.16;6579672.95;6.269208;46.270037;bal;bal
74293_xoqtk0;Foncenex;74140;74293;Veigy-Foncenex;;;951700.16;6579672.95;6.269208;46.270037;bal;bal
74293_25tz13;Impasse de la Bévière;74140;74293;Veigy-Foncenex;;;951700.16;6579672.95;6.269208;46.270037;bal;bal
74293_50vuon;La Planche;74140;74293;Veigy-Foncenex;;;951700.16;6579672.95;6.269208;46.270037;bal;bal
74293_b2xqon;La Tuilière;74140;74293;Veigy-Foncenex;;;951700.16;6579672.95;6.269208;46.270037;bal;bal
74293_1watle;Le Marais;74140;74293;Veigy-Foncenex;;;951700.16;6579672.95;6.269208;46.270037;bal;bal
74293_mh4oef;Lotissement la Pierre Verte;74140;74293;Veigy-Foncenex;;;950757.98;6581152.92;6.257777;46.283703;bal;bal
74293_evuqno;Lotissement la Vue du Jura;74140;74293;Veigy-Foncenex;;;951700.16;6579672.95;6.269208;46.270037;bal;bal
74293_8byg8i;Lotissement le Bedon;74140;74293;Veigy-Foncenex;;;951700.16;6579672.95;6.269208;46.270037;bal;bal
74293_A016;Lotissement Les Cabrettes;74140;74293;Veigy-Foncenex;;;950749.13;6581201.24;6.257688;46.284141;bal;bal
74293_7n74fp;Lotissement les Nuirates;74140;74293;Veigy-Foncenex;;;951700.16;6579672.95;6.269208;46.270037;bal;bal
74293_iw21n7;Lotissement les Places;74140;74293;Veigy-Foncenex;;;951700.16;6579672.95;6.269208;46.270037;bal;bal
74293_A110;Lotissement les Préludes;74140;74293;Veigy-Foncenex;;;951700.16;6579672.95;6.269208;46.270037;bal;bal
74293_iymc7a;Lotissement Pavillon Sud A;74140;74293;Veigy-Foncenex;;;951700.16;6579672.95;6.269208;46.270037;bal;bal
74293_d3j7ok;Lotissement Pavillon Sud B;74140;74293;Veigy-Foncenex;;;951700.16;6579672.95;6.269208;46.270037;bal;bal
74293_j6tylu;Lotissement Plein Sud;74140;74293;Veigy-Foncenex;;;951700.16;6579672.95;6.269208;46.270037;bal;bal
74293_g5xlme;Lotissement Pré Paccot;74140;74293;Veigy-Foncenex;;;951700.16;6579672.95;6.269208;46.270037;bal;bal
74293_dxognz;Lotissement Saint Hubert 1;74140;74293;Veigy-Foncenex;;;951700.16;6579672.95;6.269208;46.270037;bal;bal
74293_iscp8s;Lotissement Saint Hubert 2;74140;74293;Veigy-Foncenex;;;951700.16;6579672.95;6.269208;46.270037;bal;bal
74293_tu4oot;Lotissement Saint Hubert 3;74140;74293;Veigy-Foncenex;;;951700.16;6579672.95;6.269208;46.270037;bal;bal
74285_8627l6;Benoz;74910;74285;Usinens;;;919157.77;6549080.02;5.832674;46.006076;bal;bal
74285_hakef3;Bovinens;74910;74285;Usinens;;;920511.95;6550763.05;5.850947;46.020783;bal;bal
74285_c9y1rf;Chatel;74910;74285;Usinens;;;920544.53;6547575.11;5.849881;45.992084;bal;bal
74285_o0b7bx;Chef-Lieu;74910;74285;Usinens;;;919839.4;6549577.79;5.841708;46.010335;bal;bal
74285_2gzj83;Lovanel;74910;74285;Usinens;;;920718.78;6549692.97;5.853119;46.011086;bal;bal
74285_a873dg;Pont Rouge;74910;74285;Usinens;;;921825.35;6550352.25;5.86772;46.016658;bal;bal
74285_dinayt;Tanay;74910;74285;Usinens;;;920939.59;6550106.22;5.856164;46.014733;bal;bal
74285_B139;Vers Croix;74910;74285;Usinens;;;920472.92;6549912.22;5.850046;46.013139;bal;bal
74282_6j28qx;Aviernoz;74570;74282;Fillière;74022;Aviernoz;949425.41;6547093.29;6.222436;45.977751;bal;bal
74282_yxkowb;Évires;74570;74282;Fillière;74120;Évires;949318.48;6553744.17;6.224563;46.037631;bal;bal
74282_qi6ie2;Les Ollières;74570;74282;Fillière;74204;Les Ollières;946289.89;6547079.88;6.181964;45.978775;bal;bal
74282_bmtnss;Saint-Martin-Bellevue;74570;74282;Fillière;74245;Saint-Martin-Bellevue;943771.41;6545223.31;6.148505;45.962979;bal;bal
74282_B535;Thorens-Glières;74570;74282;Fillière;74282;Thorens-Glières;951205.22;6549484.7;6.246674;45.998611;bal;bal
74273_B009;Balme Dessous;74740;74273;Sixt-Fer-à-Cheval;;;990251.81;6557732.74;6.755685;46.057226;bal;bal
74273_B010;Balme Dessus;74740;74273;Sixt-Fer-à-Cheval;;;990003.54;6558042.89;6.752668;46.060122;bal;bal
74273_B060;Combe Rateau;74740;74273;Sixt-Fer-à-Cheval;;;991263.76;6556654.66;6.768094;46.047095;bal;bal
74273_B067;Communal du Déchargeux;74740;74273;Sixt-Fer-à-Cheval;;;991544.33;6555178.51;6.770807;46.033697;bal;bal
74273_B066;Communal du Praz;74740;74273;Sixt-Fer-à-Cheval;;;991658.34;6555361.07;6.772392;46.03529;bal;bal
74273_B088;Crêt de la Chapelle;74740;74273;Sixt-Fer-à-Cheval;;;991493.36;6556969.14;6.771254;46.049825;bal;bal
74273_B099;Demi Journeaux;74740;74273;Sixt-Fer-à-Cheval;;;991282.27;6557020.76;6.768559;46.05038;bal;bal
74273_u5x4wm;Englène;74740;74273;Sixt-Fer-à-Cheval;;;990725.09;6556163.02;6.760833;46.042904;bal;bal
74273_B161;Granges de Bovère;74740;74273;Sixt-Fer-à-Cheval;;;991484.19;6556645.84;6.770936;46.046921;bal;bal
74273_egubdk;Hauterive;74740;74273;Sixt-Fer-à-Cheval;;;991156.21;6556929.13;6.766874;46.04961;bal;bal
74273_1exbun;la Chalettaz;74740;74273;Sixt-Fer-à-Cheval;;;991642.45;6557670.02;6.773613;46.056065;bal;bal
74273_ap70cn;la Chapelle;74740;74273;Sixt-Fer-à-Cheval;;;991523.17;6557190.81;6.771776;46.051806;bal;bal
74273_eea4i8;Lachat;74740;74273;Sixt-Fer-à-Cheval;;;991616.08;6557574.14;6.773213;46.055214;bal;bal
74273_B147;la Glière d'En bas;74740;74273;Sixt-Fer-à-Cheval;;;991344.56;6557363.27;6.769575;46.053434;bal;bal
74273_B148;la Glière d'En Haut;74740;74273;Sixt-Fer-à-Cheval;;;991591.88;6557448.91;6.772823;46.054098;bal;bal
74273_B172;la Joux de Salles;74740;74273;Sixt-Fer-à-Cheval;;;991438.22;6553742.7;6.768551;46.020828;bal;bal
74273_rl111u;la Riolle;74740;74273;Sixt-Fer-à-Cheval;;;991283.81;6556581.68;6.768308;46.04643;bal;bal
74273_hqxhgp;Lavoisière;74740;74273;Sixt-Fer-à-Cheval;;;991688.06;6556417;6.773428;46.044775;bal;bal
74273_qvz7jx;le Brairet;74740;74273;Sixt-Fer-à-Cheval;;;993307.46;6558500.67;6.79564;46.062818;bal;bal
74273_vamr82;le Brairet;74740;74273;Sixt-Fer-à-Cheval;;;993303.14;6558495.57;6.795581;46.062774;bal;bal
74273_hu2ymr;l'Écharny;74740;74273;Sixt-Fer-à-Cheval;;;992902.45;6558225.26;6.790236;46.060516;bal;bal
74273_903smg;le Crot;74740;74273;Sixt-Fer-à-Cheval;;;992845.68;6558142.38;6.789451;46.059795;bal;bal
74273_1p4ndl;le Fay;74740;74273;Sixt-Fer-à-Cheval;;;991086.74;6556658.88;6.76581;46.047209;bal;bal
74273_7n5bdi;le Frenalay;74740;74273;Sixt-Fer-à-Cheval;;;997059.2;6560423.2;6.845325;46.078476;bal;bal
74273_lha4w5;le Lochet;74740;74273;Sixt-Fer-à-Cheval;;;993349.58;6558744.84;6.796336;46.064996;bal;bal
74273_s0f49e;le Molliet;74740;74273;Sixt-Fer-à-Cheval;;;994004.16;6559141.15;6.805041;46.068277;bal;bal
74273_i79bmt;le Mont;74740;74273;Sixt-Fer-à-Cheval;;;990443.27;6558277.62;6.758494;46.062045;bal;bal
74273_33y2cl;le Pelly;74740;74273;Sixt-Fer-à-Cheval;;;996550.88;6559880.23;6.838414;46.073815;bal;bal
74273_B247;le Pied du Plan;74740;74273;Sixt-Fer-à-Cheval;;;989886.06;6557756.37;6.750974;46.057595;bal;bal
74273_dowc8r;le Planay;74740;74273;Sixt-Fer-à-Cheval;;;991927.7;6556807.81;6.776765;46.048187;bal;bal
74273_wor8rw;les Bouchets;74740;74273;Sixt-Fer-à-Cheval;;;991962.54;6556563.55;6.777064;46.045975;bal;bal
74273_hzn3gr;les Curtets;74740;74273;Sixt-Fer-à-Cheval;;;992698.56;6558013.13;6.78747;46.058696;bal;bal
74273_wbvpl3;les Faux;74740;74273;Sixt-Fer-à-Cheval;;;991638.77;6557122.18;6.773227;46.051139;bal;bal
74273_wsh1t7;les Frasses;74740;74273;Sixt-Fer-à-Cheval;;;991797.83;6554524.79;6.773677;46.027708;bal;bal
74273_B157;les Grandes Vernes;74740;74273;Sixt-Fer-à-Cheval;;;996703.25;6560384.07;6.8407;46.07828;bal;bal
74273_x2b4az;les Matelons;74740;74273;Sixt-Fer-à-Cheval;;;993008.05;6558163.52;6.791562;46.059915;bal;bal
74273_wugkps;le Sougey;74740;74273;Sixt-Fer-à-Cheval;;;989495.62;6557978.85;6.746066;46.059763;bal;bal
74273_m1dn5i;les Parchières;74740;74273;Sixt-Fer-à-Cheval;;;994736.56;6559574.65;6.814776;46.071858;bal;bal
74273_B245;les Petites Charny;74740;74273;Sixt-Fer-à-Cheval;;;992984.13;6558397.07;6.791398;46.062026;bal;bal
74273_smozqx;les Raffourds;74740;74273;Sixt-Fer-à-Cheval;;;990706;6557614.07;6.76148;46.055964;bal;bal
74273_3st6kc;le Vivier;74740;74273;Sixt-Fer-à-Cheval;;;992219.87;6557670.09;6.781073;46.055817;bal;bal
74273_B210;Mollards du Plan du Clos;74740;74273;Sixt-Fer-à-Cheval;;;991006.66;6556335.09;6.764576;46.044331;bal;bal
74273_vy3gi5;Nambride;74740;74273;Sixt-Fer-à-Cheval;;;994531.4;6559498.36;6.812077;46.071261;bal;bal
74273_heonsl;Passy;74740;74273;Sixt-Fer-à-Cheval;;;992181.45;6556929.14;6.780118;46.049169;bal;bal
74273_vhbk17;Penoutlay;74740;74273;Sixt-Fer-à-Cheval;;;991530.19;6556564.55;6.77148;46.04617;bal;bal
74273_B254;Plan de la Chapelle;74740;74273;Sixt-Fer-à-Cheval;;;991418.98;6557108.12;6.770379;46.051107;bal;bal
74273_B259;Plan du Clos;74740;74273;Sixt-Fer-à-Cheval;;;996670;6560324.75;6.840233;46.077761;bal;bal
74273_erngfe;Salmoiry;74740;74273;Sixt-Fer-à-Cheval;;;990134.84;6557869.81;6.754258;46.058509;bal;bal
74273_ghan84;Salvagny;74740;74273;Sixt-Fer-à-Cheval;;;991594.03;6556034.06;6.771977;46.041371;bal;bal
74273_8lgp7i;Sixt;74740;74273;Sixt-Fer-à-Cheval;;;991779.85;6557514.6;6.775292;46.054608;bal;bal
74273_nsay4m;sous le Saix;74740;74273;Sixt-Fer-à-Cheval;;;991220.69;6557571.03;6.768103;46.055356;bal;bal
74273_B198;sous Maison Neuve;74740;74273;Sixt-Fer-à-Cheval;;;991353.51;6556796.69;6.769341;46.048334;bal;bal
74273_yux42q;sur Maison Neuve;74740;74273;Sixt-Fer-à-Cheval;;;991466.45;6556672.12;6.770723;46.047165;bal;bal
74273_2thaqi;Turchebise;74740;74273;Sixt-Fer-à-Cheval;;;991741.7;6556502.95;6.774174;46.045525;bal;bal
74273_B350;Vers les Faix;74740;74273;Sixt-Fer-à-Cheval;;;989440.98;6557815.83;6.74526;46.05832;bal;bal
74273_B351;Vers Saint Ponce;74740;74273;Sixt-Fer-à-Cheval;;;992014.86;6557747.1;6.778472;46.056598;bal;bal
74275_d6yq64;Parking Carle;74290;74275;Talloires-Montmin;74275;Talloires;950180.75;6530206.63;6.223283;45.825537;bal;bal
74275_182d6w;Parking décollage Planfait;74290;74275;Talloires-Montmin;74275;Talloires;950137.42;6533197.5;6.224298;45.852463;bal;bal
74275_wzqzkn;Parking de la Mairie;74290;74275;Talloires-Montmin;74275;Talloires;949513.66;6531730.53;6.215497;45.839493;bal;bal
74275_0xs3gs;Parking de la plage;74290;74275;Talloires-Montmin;74275;Talloires;949279.03;6531660.62;6.21244;45.83895;bal;bal
74275_g0si54;Parking du Golf;74290;74275;Talloires-Montmin;74275;Talloires;948539.19;6532951.92;6.203591;45.850839;bal;bal
74275_9tzwe5;Parking du Jardin Public;74290;74275;Talloires-Montmin;74275;Talloires;949266.14;6531675.66;6.212282;45.83909;bal;bal
74275_6rhlz8;Parking Jean Excoffier;74290;74275;Talloires-Montmin;74275;Talloires;949365.84;6531758.85;6.213609;45.839802;bal;bal
74275_2w7hjz;Parking plage d'Angon;74290;74275;Talloires-Montmin;74275;Talloires;950129.68;6530096.62;6.222568;45.824566;bal;bal
74275_lchqxe;Parkings Col de la Forclaz Départementale 42;74290;74275;Talloires-Montmin;74187;Montmin;952061.8;6528327.16;6.246496;45.807933;bal;bal
74267_1tdgh3;Cimetière des Provendes;74320;74267;Sevrier;;;943381.95;6532362.87;6.136885;45.847403;bal;bal
74267_sitddf;Cimetière des Provendes;74320;74267;Sevrier;;;943366.46;6532355.81;6.136682;45.847345;bal;bal
74267_ilq943;Cimetière du Chef-lieu;74320;74267;Sevrier;;;943754.81;6534284.84;6.142671;45.864563;bal;bal
74267_tbxcg4;Cimetière du Chef-lieu;74320;74267;Sevrier;;;943771.88;6534211.17;6.142853;45.863894;bal;bal
74267_12grbl;Place Colonel Raymond Dorade;74320;74267;Sevrier;;;943732.52;6534214.82;6.142348;45.863941;bal;bal
74267_s4t3np;Place du Marché;74320;74267;Sevrier;;;943599.49;6534285.55;6.140671;45.864625;bal;bal
74267_9gcsar;Place Henri Gour;74320;74267;Sevrier;;;943524.72;6534307.02;6.139719;45.864845;bal;bal
74267_25gena;Plage du Clos Berthet;74320;74267;Sevrier;;;944084.35;6533378.85;6.14645;45.856293;bal;bal
74267_o39n82;Plage municipale;74320;74267;Sevrier;;;943869.69;6534086.92;6.144049;45.862741;bal;bal
74267_9sebe3;Ponton communal de la Cale Sèche;74320;74267;Sevrier;;;943968.49;6533788;6.145168;45.860016;bal;bal
74267_a7y98i;Ponton communal de Létraz;74320;74267;Sevrier;;;943775.66;6535356.04;6.143489;45.874194;bal;bal
74267_jtz7j1;Ponton communal des Borenges;74320;74267;Sevrier;;;943743.07;6535741.4;6.143267;45.877673;bal;bal
74267_ewq3y2;Ponton communal des Côtes;74320;74267;Sevrier;;;943789.01;6535293.67;6.143629;45.873628;bal;bal
74267_uqirgb;Ponton communal des Écolés;74320;74267;Sevrier;;;943723.66;6535850.87;6.143073;45.878665;bal;bal
74267_3wvnsq;Ponton communal des Mongets;74320;74267;Sevrier;;;944691.86;6532603.46;6.153874;45.849098;bal;bal
74267_v58dtl;Ponton communal des Roseaux;74320;74267;Sevrier;;;943820.65;6533877.47;6.14331;45.860874;bal;bal
74267_npriap;Ponton communal des Seines;74320;74267;Sevrier;;;943795.82;6534859.61;6.143494;45.86972;bal;bal
74267_q2nwdt;Ponton communal des Seines 2;74320;74267;Sevrier;;;943808.98;6534885.81;6.143677;45.869951;bal;bal
74267_hnm6xj;Ponton communal du Brouillet;74320;74267;Sevrier;;;944674.88;6532573.55;6.15364;45.848835;bal;bal
74267_447ch5;Ponton communal du Port;74320;74267;Sevrier;;;943932.21;6533741.66;6.144677;45.859612;bal;bal
74256_i2oaxe;A Bellevue;74700;74256;Sallanches;;;;;;;bal;bal
74256_4h40b1;Aigue Potaz;74700;74256;Sallanches;;;;;;;bal;bal
74256_b1n353;Arvay;74700;74256;Sallanches;;;;;;;bal;bal
74256_dxoe5v;Au Beranger;74700;74256;Sallanches;;;;;;;bal;bal
74256_46bv75;Au Bovy;74700;74256;Sallanches;;;;;;;bal;bal
74256_84j7aw;Au Premont;74700;74256;Sallanches;;;;;;;bal;bal
74256_9lzihb;Bardet;74700;74256;Sallanches;;;;;;;bal;bal
74256_9uh2mp;Bellegarde;74700;74256;Sallanches;;;;;;;bal;bal
74256_qojxue;Belle Tour;74700;74256;Sallanches;;;;;;;bal;bal
74256_vq0puy;Besseray;74700;74256;Sallanches;;;;;;;bal;bal
74256_dgr1o6;Biolley;74700;74256;Sallanches;;;;;;;bal;bal
74256_vlxpjl;Blancheville;74700;74256;Sallanches;;;;;;;bal;bal
74256_hjhz37;Boccard - Est;74700;74256;Sallanches;;;;;;;bal;bal
74256_d7dnka;Bocqueny;74700;74256;Sallanches;;;;;;;bal;bal
74256_vr6oz3;Bois de la Crusaz;74700;74256;Sallanches;;;;;;;bal;bal
74256_kujcvq;Bossenet;74700;74256;Sallanches;;;;;;;bal;bal
74256_flyzx1;Burzier;74700;74256;Sallanches;;;;;;;bal;bal
74256_c1xrep;Burzier-Devant;74700;74256;Sallanches;;;;;;;bal;bal
74256_691xqh;Cayenne;74700;74256;Sallanches;;;;;;;bal;bal
74256_f1s5me;Champ Derriere;74700;74256;Sallanches;;;;;;;bal;bal
74256_w65cz5;Champ Devant;74700;74256;Sallanches;;;;;;;bal;bal
74256_ucbfe5;Champ Moulin;74700;74256;Sallanches;;;;;;;bal;bal
74256_t036ob;Champs des Mollards;74700;74256;Sallanches;;;;;;;bal;bal
74256_vr62y5;Champs des Pierres;74700;74256;Sallanches;;;;;;;bal;bal
74256_n2xz0o;Champs Louvier;74700;74256;Sallanches;;;;;;;bal;bal
74256_st6tzx;Champ Vieux;74700;74256;Sallanches;;;;;;;bal;bal
74256_21owl0;Chantemerle;74700;74256;Sallanches;;;;;;;bal;bal
74256_klvrml;Clos Batard;74700;74256;Sallanches;;;;;;;bal;bal
74256_z6zlc1;Clos des Baz;74700;74256;Sallanches;;;;;;;bal;bal
74256_6x5545;Clos du Nant;74700;74256;Sallanches;;;;;;;bal;bal
74256_d0er1e;Clos l’Angrenaz;74700;74256;Sallanches;;;;;;;bal;bal
74256_aydi0o;Clos l’Heritier;74700;74256;Sallanches;;;;;;;bal;bal
74256_mby421;Clos Nicoud;74700;74256;Sallanches;;;;;;;bal;bal
74256_v7eyc1;Clos Pernoud;74700;74256;Sallanches;;;;;;;bal;bal
74256_dmzud5;Cohendys-d’En-Bas;74700;74256;Sallanches;;;;;;;bal;bal
74256_nai8ha;Cohendys-En-Haut;74700;74256;Sallanches;;;;;;;bal;bal
74256_m67w8h;Cornillon;74700;74256;Sallanches;;;;;;;bal;bal
74256_sfmsub;Covagnet;74700;74256;Sallanches;;;;;;;bal;bal
74256_vwjqox;Cusin;74700;74256;Sallanches;;;;;;;bal;bal
74256_tzrr4b;Devant-Diere;74700;74256;Sallanches;;;;;;;bal;bal
74256_u2fqpe;Fessy;74700;74256;Sallanches;;;;;;;bal;bal
74256_2etitb;Fessy-Ouest;74700;74256;Sallanches;;;;;;;bal;bal
74256_iaxh61;Fond de Vouilloux;74700;74256;Sallanches;;;;;;;bal;bal
74256_yd477e;Fontanet;74700;74256;Sallanches;;;;;;;bal;bal
74256_y65imr;Fontani;74700;74256;Sallanches;;;;;;;bal;bal
74256_pynn5g;Gadon;74700;74256;Sallanches;;;;;;;bal;bal
74256_0dq91y;Gaillard;74700;74256;Sallanches;;;;;;;bal;bal
74256_s2soy4;Grand Essert;74700;74256;Sallanches;;;;;;;bal;bal
74256_bk28q1;Grand-Pre;74700;74256;Sallanches;;;;;;;bal;bal
74256_63w0el;Haute Rive;74700;74256;Sallanches;;;;;;;bal;bal
74256_a6vv9l;Ile Commune;74700;74256;Sallanches;;;;;;;bal;bal
74256_8ltgjm;La Balme;74700;74256;Sallanches;;;;;;;bal;bal
74256_39knye;La Becoire;74700;74256;Sallanches;;;;;;;bal;bal
74256_ouc0pc;La Bougne;74700;74256;Sallanches;;;;;;;bal;bal
74256_5vwu06;La Charlotte;74700;74256;Sallanches;;;;;;;bal;bal
74256_5ux7qz;La Charmette;74700;74256;Sallanches;;;;;;;bal;bal
74256_316ujs;Lachat;74700;74256;Sallanches;;;;;;;bal;bal
74256_jvgifj;La Combe;74700;74256;Sallanches;;;;;;;bal;bal
74256_48upl3;La Cote;74700;74256;Sallanches;;;;;;;bal;bal
74256_ahj9h8;La Crotte;74700;74256;Sallanches;;;;;;;bal;bal
74256_xiekbw;La Ferme;74700;74256;Sallanches;;;;;;;bal;bal
74256_d9dquq;La Flaix;74700;74256;Sallanches;;;;;;;bal;bal
74256_2yilm7;La Fley;74700;74256;Sallanches;;;;;;;bal;bal
74256_esbj3p;La Follieu;74700;74256;Sallanches;;;;;;;bal;bal
74256_aby0hm;La Frasse;74700;74256;Sallanches;;;;;;;bal;bal
74256_9uwlb3;La Grange;74700;74256;Sallanches;;;;;;;bal;bal
74256_ophhd5;La Maladiere;74700;74256;Sallanches;;;;;;;bal;bal
74256_z63w1y;La Mouille;74700;74256;Sallanches;;;;;;;bal;bal
74256_2su1r6;La Paccoterie;74700;74256;Sallanches;;;;;;;bal;bal
74256_rhbmq6;La Perriere;74700;74256;Sallanches;;;;;;;bal;bal
74256_z1d0mn;La Pesse;74700;74256;Sallanches;;;;;;;bal;bal
74256_td1xn6;La Pierre;74700;74256;Sallanches;;;;;;;bal;bal
74256_bfuk13;La Plagne;74700;74256;Sallanches;;;;;;;bal;bal
74256_s40c4y;La Plantee;74700;74256;Sallanches;;;;;;;bal;bal
74256_wsezh3;La Provence;74700;74256;Sallanches;;;;;;;bal;bal
74256_40wb4d;La Ripaz;74700;74256;Sallanches;;;;;;;bal;bal
74256_o3ryfk;La Torche;74700;74256;Sallanches;;;;;;;bal;bal
74256_dz6dhn;La Vigne;74700;74256;Sallanches;;;;;;;bal;bal
74256_skkexa;Le Bosson;74700;74256;Sallanches;;;;;;;bal;bal
74256_iznj1h;Le Bouloz;74700;74256;Sallanches;;;;;;;bal;bal
74256_s22c1d;Lechat;74700;74256;Sallanches;;;;;;;bal;bal
74256_g2m44i;Le Clos;74700;74256;Sallanches;;;;;;;bal;bal
74256_4818dc;Le Coudray;74700;74256;Sallanches;;;;;;;bal;bal
74256_5te4ad;Le Cret;74700;74256;Sallanches;;;;;;;bal;bal
74256_2f0rvv;Le Crot;74700;74256;Sallanches;;;;;;;bal;bal
74256_fs4ohc;Le Cugnet;74700;74256;Sallanches;;;;;;;bal;bal
74256_hiid7f;Le Freney;74700;74256;Sallanches;;;;;;;bal;bal
74256_n5io0s;Le Grand Champ;74700;74256;Sallanches;;;;;;;bal;bal
74256_h9bnn6;Le Grand-Clos-Est;74700;74256;Sallanches;;;;;;;bal;bal
74256_z8djtf;Le Grand Clos-Ouest;74700;74256;Sallanches;;;;;;;bal;bal
74256_e5hw2x;Le Miroir;74700;74256;Sallanches;;;;;;;bal;bal
74256_hoq4fb;Le Mot-Sud;74700;74256;Sallanches;;;;;;;bal;bal
74256_bcmuar;Le Plan;74700;74256;Sallanches;;;;;;;bal;bal
74256_8b3dic;Le Plan-Verney;74700;74256;Sallanches;;;;;;;bal;bal
74256_0lvpxl;Le Psot;74700;74256;Sallanches;;;;;;;bal;bal
74256_h9yo38;Le Rosay;74700;74256;Sallanches;;;;;;;bal;bal
74256_ay9t1h;Les Abepins;74700;74256;Sallanches;;;;;;;bal;bal
74256_7jyfaz;Les Bottolliers;74700;74256;Sallanches;;;;;;;bal;bal
74256_tfgmnm;Les Caches;74700;74256;Sallanches;;;;;;;bal;bal
74256_c0vu8p;Les Champs des Pres;74700;74256;Sallanches;;;;;;;bal;bal
74256_a76888;Les Cheneys;74700;74256;Sallanches;;;;;;;bal;bal
74256_py88x5;Les Chesney;74700;74256;Sallanches;;;;;;;bal;bal
74256_g5grnd;Les Choseaux;74700;74256;Sallanches;;;;;;;bal;bal
74256_hhwcyb;Les Clodras;74700;74256;Sallanches;;;;;;;bal;bal
74256_vma5b2;Les Combes;74700;74256;Sallanches;;;;;;;bal;bal
74256_5kk25i;Les Communaux;74700;74256;Sallanches;;;;;;;bal;bal
74256_vaqkm2;Les Communs;74700;74256;Sallanches;;;;;;;bal;bal
74256_4q1oyn;Les Contamines;74700;74256;Sallanches;;;;;;;bal;bal
74256_5m7hww;Les Creulets;74700;74256;Sallanches;;;;;;;bal;bal
74256_h8qfpj;Les Cugnets;74700;74256;Sallanches;;;;;;;bal;bal
74256_leztt9;Les Cusins;74700;74256;Sallanches;;;;;;;bal;bal
74256_uqut3m;Les Enversins;74700;74256;Sallanches;;;;;;;bal;bal
74256_twd8ig;Les Golettes;74700;74256;Sallanches;;;;;;;bal;bal
74256_2zaj9b;Les Grands Champs;74700;74256;Sallanches;;;;;;;bal;bal
74256_1kqtlr;Les Granges;74700;74256;Sallanches;;;;;;;bal;bal
74256_4qabrl;Les Granges d’En Bas;74700;74256;Sallanches;;;;;;;bal;bal
74256_c3tphs;Les Granges d’En Haut;74700;74256;Sallanches;;;;;;;bal;bal
74256_9sc29c;Les Grangettes;74700;74256;Sallanches;;;;;;;bal;bal
74256_ldjmod;Les Greppons;74700;74256;Sallanches;;;;;;;bal;bal
74256_al3g91;Les Houches;74700;74256;Sallanches;;;;;;;bal;bal
74256_d549jy;Les Iles-Nord;74700;74256;Sallanches;;;;;;;bal;bal
74256_rardps;Les Iles sous Vouilloux;74700;74256;Sallanches;;;;;;;bal;bal
74256_07csrm;Les Iles sous Vouilloux - Sud;74700;74256;Sallanches;;;;;;;bal;bal
74256_1ubcbg;Les Iles-Sud;74700;74256;Sallanches;;;;;;;bal;bal
74256_vbm7gj;Les Ilettes-Sud;74700;74256;Sallanches;;;;;;;bal;bal
74256_88bdji;Les Jaillets;74700;74256;Sallanches;;;;;;;bal;bal
74256_hto9od;Les Maisons;74700;74256;Sallanches;;;;;;;bal;bal
74256_5xpwf1;Les Millieres;74700;74256;Sallanches;;;;;;;bal;bal
74256_muscd2;Les Mollieres;74700;74256;Sallanches;;;;;;;bal;bal
74256_gfwyva;Les Mouilles;74700;74256;Sallanches;;;;;;;bal;bal
74256_iu9ksl;Les Moulins;74700;74256;Sallanches;;;;;;;bal;bal
74256_0wsirb;Les Murets;74700;74256;Sallanches;;;;;;;bal;bal
74256_c9ash3;Les Normands;74700;74256;Sallanches;;;;;;;bal;bal
74256_9cowwp;Les Paccots;74700;74256;Sallanches;;;;;;;bal;bal
74256_aw01ge;Les Pacots;74700;74256;Sallanches;;;;;;;bal;bal
74256_nzyox3;Les Placettes;74700;74256;Sallanches;;;;;;;bal;bal
74256_h9bpoe;Les Plagnes;74700;74256;Sallanches;;;;;;;bal;bal
74256_tavoob;Les Poses;74700;74256;Sallanches;;;;;;;bal;bal
74256_gsog8p;Les Poulets;74700;74256;Sallanches;;;;;;;bal;bal
74256_dvkcer;Les Quoix;74700;74256;Sallanches;;;;;;;bal;bal
74256_mjrf6o;Les Raches de Cornillon;74700;74256;Sallanches;;;;;;;bal;bal
74256_vx6z6k;Les Rambochons;74700;74256;Sallanches;;;;;;;bal;bal
74256_l9tjey;Les Rapilles;74700;74256;Sallanches;;;;;;;bal;bal
74256_hhwwu5;Les Rassettes;74700;74256;Sallanches;;;;;;;bal;bal
74256_wju701;Les Rubins;74700;74256;Sallanches;;;;;;;bal;bal
74256_cs19p7;Les Ruthieux;74700;74256;Sallanches;;;;;;;bal;bal
74256_degwae;L’Essert;74700;74256;Sallanches;;;;;;;bal;bal
74256_3jdb8i;Les Tattes;74700;74256;Sallanches;;;;;;;bal;bal
74256_4vmaka;Les Tronchets d’En Bas;74700;74256;Sallanches;;;;;;;bal;bal
74256_41j7zq;Les Tronchets d’En-Haut;74700;74256;Sallanches;;;;;;;bal;bal
74256_v1fjx3;Les Vannais;74700;74256;Sallanches;;;;;;;bal;bal
74256_gwvq76;Les Vergers;74700;74256;Sallanches;;;;;;;bal;bal
